onset	duration	trial_type	memorize	clip_id	clip_type	mem_type
12	7	instruction	0	116	narrative	F
19	8	clip	0	116	narrative	F
32	9	instruction	1	128	narrative	X
41	8	clip	1	128	narrative	X
54	11	instruction	1	142	control	control
65	8	clip	1	142	control	control
78	11	instruction	0	144	control	control
89	8	clip	0	144	control	control
102	9	instruction	0	133	narrative	F
111	8	clip	0	133	narrative	F
124	7	instruction	1	106	narrative	R
131	8	clip	1	106	narrative	R
144	7	instruction	0	125	narrative	R
151	8	clip	0	125	narrative	R
164	7	instruction	0	121	narrative	X
171	8	clip	0	121	narrative	X
184	7	instruction	1	108	narrative	F
191	8	clip	1	108	narrative	F
204	9	instruction	1	129	narrative	R
213	8	clip	1	129	narrative	R
226	11	instruction	1	141	control	control
237	8	clip	1	141	control	control
250	7	instruction	1	114	narrative	R
257	8	clip	1	114	narrative	R
270	7	instruction	0	117	narrative	F
277	8	clip	0	117	narrative	F
290	9	instruction	1	130	narrative	R
299	8	clip	1	130	narrative	R
312	11	instruction	0	145	control	control
323	8	clip	0	145	control	control
336	7	instruction	1	110	narrative	R
343	8	clip	1	110	narrative	R
356	7	instruction	1	113	narrative	R
363	8	clip	1	113	narrative	R
376	9	instruction	0	134	narrative	R
385	8	clip	0	134	narrative	R
398	7	instruction	1	112	narrative	R
405	8	clip	1	112	narrative	R
418	7	instruction	1	107	narrative	R
425	8	clip	1	107	narrative	R
438	7	instruction	1	115	narrative	R
445	8	clip	1	115	narrative	R
458	11	instruction	1	137	narrative	F
469	8	clip	1	137	narrative	F
482	9	instruction	0	131	narrative	R
491	8	clip	0	131	narrative	R
504	11	instruction	0	140	narrative	F
515	8	clip	0	140	narrative	F
528	9	instruction	1	127	narrative	F
537	8	clip	1	127	narrative	F
550	7	instruction	0	118	narrative	F
557	8	clip	0	118	narrative	F
570	11	instruction	1	136	narrative	F
581	8	clip	1	136	narrative	F
594	7	instruction	1	111	narrative	F
601	8	clip	1	111	narrative	F
614	11	instruction	0	143	control	control
625	8	clip	0	143	control	control
638	11	instruction	0	139	narrative	R
649	8	clip	0	139	narrative	R
662	7	instruction	1	109	narrative	R
669	8	clip	1	109	narrative	R
682	9	instruction	0	135	narrative	R
691	8	clip	0	135	narrative	R
704	11	instruction	1	138	narrative	F
715	8	clip	1	138	narrative	F
728	7	instruction	0	119	narrative	R
735	8	clip	0	119	narrative	R
748	7	instruction	0	122	narrative	R
755	8	clip	0	122	narrative	R
768	9	instruction	1	126	narrative	R
777	8	clip	1	126	narrative	R
790	9	instruction	0	132	narrative	F
799	8	clip	0	132	narrative	F
812	7	instruction	0	120	narrative	R
819	8	clip	0	120	narrative	R
832	7	instruction	0	123	narrative	F
839	8	clip	0	123	narrative	F
852	7	instruction	0	124	narrative	F
859	8	clip	0	124	narrative	F
